,id,cardname,setname,type_line,mana_cost,rarity,oracle_text,power,toughness,loyalty,cmc,set,color_identity,colors,reprint,layout,legalities,timestamp,price
360,67f15157-6017-4b05-8c74-b3f8728d764b,Sailor of Means,Ixalan,Creature — Human Pirate,{2}{U},common,"When Sailor of Means enters the battlefield, create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color.""",1,4,,3.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455700,0.3
361,9ed573c6-2b95-4052-8b43-106cbaacb721,Run Aground,Ixalan,Instant,{3}{U},common,Put target artifact or creature on top of its owner's library.,,,,4.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455700,0.3
362,4fed2d67-fc51-45e8-825b-fe7565e8a65d,Prosperous Pirates,Ixalan,Creature — Human Pirate,{4}{U},common,"When Prosperous Pirates enters the battlefield, create two colorless Treasure artifact tokens with ""{T}, Sacrifice this artifact: Add one mana of any color.""",3,4,,5.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455700,0.3
363,48d97373-9b55-4eb7-99b6-8912f09bd0bb,Pirate's Prize,Ixalan,Sorcery,{3}{U},common,"Draw two cards. Create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color.""",,,,4.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455700,0.3
364,66c3aa9f-5cb0-4c8d-a050-42938398071b,Opt,Ixalan,Instant,{U},common,"Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Draw a card.",,,,1.0,xln,['U'],['U'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542306255699,0.1
365,2c00f8bf-0088-44ad-b40b-26a2951a2428,One With the Wind,Ixalan,Enchantment — Aura,{1}{U},common,"Enchant creature
Enchanted creature gets +2/+2 and has flying.",,,,2.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455699,0.3
366,2af2c338-f5e9-4596-9435-c6aa965ae541,Headwater Sentries,Ixalan,Creature — Merfolk Warrior,{3}{U},common,,2,5,,4.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455698,0.3
367,b33e493e-1aef-43b3-9716-52158b002430,Dive Down,Ixalan,Instant,{U},common,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),,,,1.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542306255698,0.1
368,63420437-76a9-40cf-aedc-0ca1e73fcc0b,Depths of Desire,Ixalan,Instant,{2}{U},common,"Return target creature to its owner's hand. Create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color.""",,,,3.0,xln,['U'],['U'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455698,0.3
369,cf6e5ad6-ffe2-4588-b357-c415c33fbc11,Cancel,Ixalan,Instant,{1}{U}{U},common,Counter target spell.,,,,3.0,xln,['U'],['U'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455697,0.3
370,88c507f6-c178-40be-bca7-3bd5adb1c5b1,Vampire's Zeal,Ixalan,Instant,{W},common,"Target creature gets +2/+2 until end of turn. If it's a Vampire, it gains first strike until end of turn.",,,,1.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
371,af5a237a-31e7-43ee-8d47-3eb12dd1a60c,Territorial Hammerskull,Ixalan,Creature — Dinosaur,{2}{W},common,"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.",2,3,,3.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
372,709d87b3-bf42-47ed-961d-d0e86d3e1d90,Sunrise Seeker,Ixalan,Creature — Human Scout,{4}{W},common,"Vigilance
When Sunrise Seeker enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",3,3,,5.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
373,a97d474e-83b6-4969-81b4-51f5315057d7,Slash of Talons,Ixalan,Instant,{W},common,Slash of Talons deals 2 damage to target attacking or blocking creature.,,,,1.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
374,67e788e2-12e9-4041-8210-753aaef2576c,Skyblade of the Legion,Ixalan,Creature — Vampire Soldier,{1}{W},common,Flying,1,3,,2.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
375,8e900d0d-6f35-4e5d-9365-6ade227d218d,Shining Aerosaur,Ixalan,Creature — Dinosaur,{4}{W},common,Flying,3,4,,5.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455696,0.3
376,691c0acb-1882-482f-9513-e7d010cc1d15,Ritual of Rejuvenation,Ixalan,Instant,{2}{W},common,"You gain 4 life.
Draw a card.",,,,3.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455695,0.3
377,2d37fc42-0a7c-46b3-9270-333d370e479f,Raptor Companion,Ixalan,Creature — Dinosaur,{1}{W},common,,3,1,,2.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455695,0.3
378,f06c0007-299e-4d71-99c3-f905d942759d,Queen's Commission,Ixalan,Sorcery,{2}{W},common,Create two 1/1 white Vampire creature tokens with lifelink.,,,,3.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455695,0.3
379,41f00a04-1336-4830-a6c2-514848afefd2,Pterodon Knight,Ixalan,Creature — Human Knight,{3}{W},common,Pterodon Knight has flying as long as you control a Dinosaur.,3,3,,4.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455694,0.3
380,670b9645-ce34-41eb-a527-4af3e13c3a54,Pious Interdiction,Ixalan,Enchantment — Aura,{3}{W},common,"Enchant creature
When Pious Interdiction enters the battlefield, you gain 2 life.
Enchanted creature can't attack or block.",,,,4.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455694,0.3
381,5a0385d5-d0f4-40b8-af28-6557ffdfb625,Paladin of the Bloodstained,Ixalan,Creature — Vampire Knight,{3}{W},common,"When Paladin of the Bloodstained enters the battlefield, create a 1/1 white Vampire creature token with lifelink.",3,2,,4.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455694,0.3
382,cfcff1c6-0db6-4ff6-b4af-d7048b426368,Looming Altisaur,Ixalan,Creature — Dinosaur,{3}{W},common,,1,7,,4.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455694,0.3
383,385bea20-c196-4da8-bc3e-36f8d50dcc17,Legion's Judgment,Ixalan,Sorcery,{2}{W},common,Destroy target creature with power 4 or greater.,,,,3.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455693,0.3
384,f30590d7-59c7-4a1a-a8e5-3cc13f69bd41,Legion Conquistador,Ixalan,Creature — Vampire Soldier,{2}{W},common,"When Legion Conquistador enters the battlefield, you may search your library for any number of cards named Legion Conquistador, reveal them, put them into your hand, then shuffle your library.",2,2,,3.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455693,0.3
385,625211d4-c89c-4aee-a0b0-4bfabd3509ad,Kinjalli's Caller,Ixalan,Creature — Human Cleric,{W},common,Dinosaur spells you cast cost {1} less to cast.,0,3,,1.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455693,0.3
386,6fe64569-c1b6-4bd4-a742-6ee46ea5181c,Encampment Keeper,Ixalan,Creature — Hound,{W},common,"First strike
{7}{W}, {T}, Sacrifice Encampment Keeper: Creatures you control get +2/+2 until end of turn.",1,1,,1.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455692,0.3
387,e3979b88-ac58-420a-8c03-37ea5d93d0f1,Demystify,Ixalan,Instant,{W},common,Destroy target enchantment.,,,,1.0,xln,['W'],['W'],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455691,0.3
388,d954677c-2de6-440a-90d0-bab2e0c8b4af,Bishop's Soldier,Ixalan,Creature — Vampire Soldier,{1}{W},common,Lifelink,2,2,,2.0,xln,['W'],['W'],False,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529173455691,0.3
389,caedf353-35f8-4b58-8ed9-183d29302be9,Cinder Barrens,Hour of Devastation,Land,,common,"Cinder Barrens enters the battlefield tapped.
{T}: Add {B} or {R}.",,,,0.0,hou,"['B', 'R']",[],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542284810114,0.1
390,180d1cd4-7d0d-4279-bc2a-59bb21b06904,Zealot of the God-Pharaoh,Hour of Devastation,Creature — Minotaur Archer,{3}{R},common,{4}{R}: Zealot of the God-Pharaoh deals 2 damage to target opponent or planeswalker.,4,3,,4.0,hou,['R'],['R'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810113,0.1
391,0d757641-a6e8-4584-b35e-be043c228134,Woodland Stream,Hour of Devastation,Land,,common,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",,,,0.0,hou,"['G', 'U']",[],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529152010113,0.3
392,1c759e94-e437-4dda-af0f-6578c0a50619,Brambleweft Behemoth,Hour of Devastation,Creature — Elemental,{4}{G}{G},common,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),6,6,,6.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810113,0.1
393,c7b0404e-0f42-456b-91ce-f960195c4951,Survivors' Encampment,Hour of Devastation,Land — Desert,,common,"{T}: Add {C}.
{T}, Tap an untapped creature you control: Add one mana of any color.",,,,0.0,hou,[],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810112,0.1
394,e2d9308c-8af4-4587-b740-aea874d5ccae,Desert of the True,Hour of Devastation,Land — Desert,,common,"Desert of the True enters the battlefield tapped.
{T}: Add {W}.
Cycling {1}{W} ({1}{W}, Discard this card: Draw a card.)",,,,0.0,hou,['W'],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810111,0.1
395,91b92d87-776c-490f-9ff1-234e47145df8,Desert of the Mindful,Hour of Devastation,Land — Desert,,common,"Desert of the Mindful enters the battlefield tapped.
{T}: Add {U}.
Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)",,,,0.0,hou,['U'],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810111,0.1
396,7d42aa0c-0408-4b0d-bec5-9861dbcf9ee1,Desert of the Indomitable,Hour of Devastation,Land — Desert,,common,"Desert of the Indomitable enters the battlefield tapped.
{T}: Add {G}.
Cycling {1}{G} ({1}{G}, Discard this card: Draw a card.)",,,,0.0,hou,['G'],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810111,0.1
397,04a19aea-209d-4354-8c59-d08244185eb8,Desert of the Glorified,Hour of Devastation,Land — Desert,,common,"Desert of the Glorified enters the battlefield tapped.
{T}: Add {B}.
Cycling {1}{B} ({1}{B}, Discard this card: Draw a card.)",,,,0.0,hou,['B'],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810111,0.1
398,f547d664-25ce-4a24-b3ae-7bf3cbdf4703,Desert of the Fervent,Hour of Devastation,Land — Desert,,common,"Desert of the Fervent enters the battlefield tapped.
{T}: Add {R}.
Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)",,,,0.0,hou,['R'],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1542284810111,0.1
399,d3f8f211-79f9-4d34-8e23-c0835703cd91,Wall of Forgotten Pharaohs,Hour of Devastation,Artifact Creature — Wall,{2},common,"Defender
{T}: Wall of Forgotten Pharaohs deals 1 damage to target player or planeswalker. Activate this ability only if you control a Desert or there is a Desert card in your graveyard.",0,4,,2.0,hou,[],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010111,0.3
400,195464f1-f01c-4211-950d-963c5bad786f,Traveler's Amulet,Hour of Devastation,Artifact,{1},common,"{1}, Sacrifice Traveler's Amulet: Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.",,,,1.0,hou,[],[],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1542284810111,0.1
401,d4b420ed-75b8-4779-aaa2-e245e84202d1,Manalith,Hour of Devastation,Artifact,{3},common,{T}: Add one mana of any color.,,,,3.0,hou,[],[],True,normal,"{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'}",1529152010110,0.3
402,89880f30-aa38-4231-8d16-25c644bde6bf,Graven Abomination,Hour of Devastation,Artifact Creature — Horror,{3},common,"Whenever Graven Abomination attacks, exile target card from defending player's graveyard.",3,1,,3.0,hou,[],[],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010110,0.3
403,c3786d75-1a8a-4917-aa98-6836df1b9145,Sidewinder Naga,Hour of Devastation,Creature — Naga Warrior,{2}{G},common,"As long as you control a Desert or there is a Desert card in your graveyard, Sidewinder Naga gets +1/+0 and has trample.",3,2,,3.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010107,0.3
404,99d4f791-9084-4644-a1f5-85adbf6dc790,Rhonas's Stalwart,Hour of Devastation,Creature — Human Warrior,{1}{G},common,"You may exert Rhonas's Stalwart as it attacks. When you do, it gets +1/+1 until end of turn and can't be blocked by creatures with power 2 or less this turn. (An exerted creature won't untap during your next untap step.)",2,2,,2.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010107,0.3
405,4c97229f-2fc8-439a-a18b-efa09b366b70,Rampaging Hippo,Hour of Devastation,Creature — Hippo,{4}{G}{G},common,"Trample
Cycling {2} ({2}, Discard this card: Draw a card.)",5,6,,6.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010106,0.3
406,a30bb49b-956e-44bc-8a32-46d4c9c13245,Oasis Ritualist,Hour of Devastation,Creature — Naga Druid,{3}{G},common,"{T}: Add one mana of any color.
{T}, Exert Oasis Ritualist: Add two mana of any one color. (An exerted creature won't untap during your next untap step.)",2,4,,4.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1505478410106,0.1
407,5f39c264-a9a5-46f3-bd67-01d93d69e457,Life Goes On,Hour of Devastation,Instant,{G},common,"You gain 4 life. If a creature died this turn, you gain 8 life instead.",,,,1.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010106,0.3
408,bcdc68c9-f5f3-4c5b-80df-85508cf15f84,Harrier Naga,Hour of Devastation,Creature — Naga Warrior,{2}{G},common,,3,3,,3.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010105,0.3
409,3b779620-6bac-445e-a6fe-6d770c0a9c70,Gift of Strength,Hour of Devastation,Instant,{1}{G},common,Target creature gets +3/+3 and gains reach until end of turn.,,,,2.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010105,0.3
410,07b1be52-5e54-4840-bb53-0b2512785e0b,Frilled Sandwalla,Hour of Devastation,Creature — Lizard,{G},common,{1}{G}: Frilled Sandwalla gets +2/+2 until end of turn. Activate this ability only once each turn.,1,1,,1.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010105,0.3
411,ba0431ad-185a-4917-b994-e58dd9850f5e,Feral Prowler,Hour of Devastation,Creature — Cat,{1}{G},common,"When Feral Prowler dies, draw a card.",1,3,,2.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010105,0.3
412,8ecfcf99-be2b-4e5f-adef-1977ee5c6a0f,Bitterbow Sharpshooters,Hour of Devastation,Creature — Jackal Archer,{4}{G},common,"Vigilance, reach",4,4,,5.0,hou,['G'],['G'],False,normal,"{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'}",1529152010105,0.3
